Uid,Sentiment
20082,positive
2706,positive
26820,negative
10586,neutral
27876,positive
22943,positive
16778,positive
11626,neutral
3704,neutral
10501,neutral
10448,neutral
10753,neutral
11380,negative
28026,neutral
9225,positive
20248,negative
4993,positive
1874,negative
26065,negative
29447,negative
43080,negative
3573,negative
36761,negative
16642,negative
25122,positive
24470,neutral
26004,positive
35881,negative
1880,positive
24792,neutral
11597,neutral
18853,negative
2841,negative
6050,negative
13312,neutral
16900,neutral
18366,positive
21221,neutral
11257,neutral
14511,neutral
23515,neutral
29264,negative
33298,neutral
25070,positive
34294,negative
37156,neutral
14379,positive
3703,negative
31564,positive
39498,negative
5228,negative
39223,negative
4009,neutral
15596,negative
11046,neutral
20148,negative
11612,negative
13843,neutral
32766,neutral
12452,positive
248,negative
6432,positive
25599,positive
2624,negative
7183,positive
11509,negative
36381,neutral
3926,positive
4094,negative
3107,neutral
15725,positive
9573,positive
7924,negative
10595,negative
7472,positive
5051,positive
14190,negative
30850,negative
10022,neutral
11586,positive
9094,negative
13695,negative
27851,neutral
271,positive
24659,negative
29256,neutral
5861,positive
27747,neutral
37638,positive
6103,positive
23867,negative
4807,positive
32866,negative
43199,positive
31150,positive
21363,neutral
437,negative
21296,negative
12991,negative
24860,positive
27096,neutral
14861,negative
5061,negative
6763,positive
24049,negative
39614,negative
13735,negative
8406,positive
42182,neutral
5672,positive
2810,positive
25409,positive
37126,positive
31109,positive
24712,negative
36050,neutral
42449,negative
16497,positive
25229,positive
1670,positive
7003,neutral
18680,neutral
4697,negative
17902,positive
35312,neutral
5554,neutral
10680,neutral
14289,positive
26175,negative
28916,negative
22080,negative
21142,negative
43161,positive
6165,positive
10383,neutral
39151,positive
40814,negative
22278,neutral
3750,negative
12398,negative
31589,positive
19609,positive
23622,neutral
12275,negative
8139,positive
20795,negative
21052,neutral
22310,positive
40002,positive
24448,positive
28327,positive
682,negative
15682,neutral
21246,neutral
42037,negative
14015,negative
44990,neutral
21402,negative
42836,neutral
3877,neutral
1011,positive
16739,positive
21605,neutral
16253,neutral
43725,negative
2572,negative
31445,negative
30681,negative
21181,positive
29952,neutral
16901,neutral
10781,neutral
20694,negative
39323,negative
20130,negative
6495,neutral
29098,neutral
10918,neutral
25905,negative
31581,neutral
25528,positive
40784,neutral
23274,neutral
3752,positive
41284,neutral
24275,positive
23072,neutral
10873,neutral
23089,neutral
32483,positive
4552,negative
18770,neutral
30736,negative
21449,neutral
9167,positive
25787,positive
4230,positive
7782,negative
16481,neutral
4518,neutral
4263,neutral
10381,negative
39926,neutral
21364,neutral
28105,negative
42197,positive
16398,positive
33087,neutral
20654,neutral
30838,neutral
21696,negative
10552,negative
38213,positive
10752,neutral
23625,positive
42465,positive
21214,positive
37869,negative
9439,negative
2434,negative
39158,positive
42171,negative
5036,negative
41498,positive
20734,neutral
24153,positive
21109,neutral
17485,neutral
27459,neutral
11887,negative
28428,negative
10739,neutral
27942,negative
22870,positive
21506,neutral
30998,neutral
38805,neutral
16076,positive
29864,positive
2707,positive
40560,neutral
21432,neutral
32524,neutral
9080,positive
25585,positive
10711,neutral
20502,neutral
40604,neutral
6024,neutral
9443,negative
12968,negative
43388,negative
43665,positive
17529,neutral
23544,positive
18429,positive
20946,neutral
12367,neutral
6386,positive
12120,neutral
18628,neutral
37345,neutral
19508,positive
12386,negative
8233,negative
40610,positive
11493,negative
42540,negative
39543,positive
14758,negative
4291,negative
21689,negative
22652,positive
9308,positive
33162,positive
21694,negative
29628,neutral
20769,positive
7452,neutral
33831,negative
4394,positive
25529,neutral
21008,neutral
31911,negative
37688,positive
13077,positive
40775,neutral
2333,negative
21731,positive
5729,positive
40479,positive
7381,neutral
42041,neutral
15266,neutral
9992,positive
5186,neutral
39836,negative
43152,negative
22587,negative
38657,neutral
10548,neutral
10436,negative
35392,negative
6691,negative
22753,negative
9562,neutral
40472,positive
5034,negative
2870,positive
30254,negative
10363,neutral
722,negative
18415,positive
15782,negative
12369,neutral
20240,neutral
34016,neutral
33281,positive
33226,positive
29498,positive
41964,neutral
17953,positive
23846,positive
10767,neutral
11677,negative
8685,positive
21699,negative
27574,negative
12035,positive
11918,neutral
18837,negative
28666,negative
28862,neutral
9874,neutral
33727,positive
33305,positive
11916,neutral
12113,neutral
2566,positive
20122,negative
36548,positive
26548,neutral
10409,neutral
31212,negative
16093,positive
19731,positive
21584,positive
10760,positive
21771,neutral
34059,positive
6158,neutral
11511,neutral
5662,positive
9433,neutral
13862,neutral
27779,positive
8232,neutral
10729,neutral
8758,negative
32539,positive
32911,negative
36053,neutral
41604,negative
21279,neutral
21737,negative
27152,negative
31542,negative
16640,neutral
15114,neutral
28550,negative
36566,negative
24138,positive
10666,neutral
9651,neutral
12692,neutral
17089,neutral
33479,positive
6762,negative
43807,negative
31897,positive
25351,neutral
13351,neutral
20897,neutral
10585,negative
6891,negative
38481,negative
30605,positive
28795,positive
39776,positive
36630,negative
20465,negative
14887,negative
2813,negative
8004,neutral
8624,negative
7292,negative
21467,neutral
15422,neutral
311,negative
43333,neutral
12177,positive
20213,positive
13229,neutral
10846,negative
40222,negative
11009,neutral
14457,positive
14789,positive
8310,positive
17030,neutral
32478,negative
2970,negative
17758,negative
26640,neutral
21036,neutral
10735,negative
15021,neutral
18512,neutral
21459,positive
7984,neutral
6788,neutral
21888,negative
23132,positive
15176,positive
1471,negative
40360,negative
2283,negative
34389,positive
29327,negative
18816,positive
3763,neutral
21280,neutral
4496,neutral
30564,negative
10908,neutral
39724,positive
13471,negative
34616,negative
32172,neutral
22383,positive
8837,negative
10762,neutral
35951,negative
1529,positive
28667,neutral
32249,negative
40008,positive
11277,neutral
20951,neutral
2369,positive
7360,negative
43089,positive
24802,positive
7424,neutral
42782,positive
10658,negative
16450,neutral
8123,neutral
41316,negative
34694,negative
9774,negative
16633,negative
22640,positive
32149,positive
12043,neutral
33920,positive
11886,positive
23296,positive
12583,neutral
21703,positive
8557,positive
22498,neutral
1237,negative
43153,positive
31058,negative
38643,negative
29409,positive
30761,positive
37939,neutral
6264,neutral
13376,positive
10954,negative
12480,negative
2661,positive
20765,neutral
20004,positive
42178,positive
11252,positive
3245,positive
10813,neutral
11550,neutral
25904,negative
6060,neutral
43034,positive
36807,negative
32331,positive
21446,neutral
17615,neutral
32494,neutral
29563,positive
39477,neutral
38216,positive
25708,neutral
39577,positive
44073,neutral
9012,negative
10901,neutral
6107,neutral
37967,positive
9128,negative
10457,neutral
3588,neutral
8375,positive
5434,negative
34306,positive
23096,positive
13926,negative
5904,negative
34515,neutral
34329,neutral
10512,neutral
33254,negative
36089,negative
10836,neutral
3928,positive
8344,positive
22007,negative
17316,neutral
10472,positive
10741,neutral
1946,positive
35796,positive
24955,negative
11984,positive
27510,neutral
1671,positive
9301,negative
38140,positive
35800,negative
16261,positive
32052,positive
12388,neutral
14573,negative
10392,neutral
33934,neutral
8325,positive
23684,neutral
21550,positive
20815,neutral
36888,negative
16055,positive
24462,positive
34392,positive
21081,neutral
27204,negative
21325,neutral
11146,neutral
8269,negative
40111,neutral
27324,neutral
29895,neutral
18709,positive
40283,positive
38698,negative
18143,neutral
21204,positive
10327,negative
17020,neutral
34755,negative
8107,positive
12437,neutral
11063,negative
13115,positive
16268,negative
2498,negative
21892,negative
7036,negative
11395,negative
10795,negative
11732,positive
33985,neutral
11130,neutral
10827,neutral
38438,positive
10935,neutral
37694,positive
17290,neutral
10638,neutral
18049,positive
11283,neutral
21207,negative
43044,neutral
10838,positive
36904,negative
136,negative
6509,positive
41292,negative
10412,neutral
25334,neutral
39004,positive
20114,positive
38816,neutral
21465,neutral
16330,neutral
36925,positive
10365,neutral
33823,neutral
38878,negative
40305,negative
23348,neutral
17552,negative
37387,negative
33780,neutral
36549,neutral
42056,negative
24995,neutral
11354,neutral
6876,neutral
27801,positive
27971,positive
26082,neutral
31662,neutral
32116,neutral
9800,positive
37667,neutral
1021,positive
39755,neutral
10662,neutral
29128,neutral
38307,positive
40718,positive
10460,neutral
11656,neutral
6604,negative
28811,positive
43371,neutral
24738,positive
30346,positive
25690,positive
20982,neutral
11070,neutral
19646,neutral
23465,positive
11834,neutral
30844,negative
10724,neutral
33051,positive
41528,positive
22135,positive
11275,neutral
10879,neutral
5334,negative
10060,neutral
31709,negative
32826,positive
29977,negative
36799,neutral
3434,neutral
11131,neutral
11513,negative
21574,negative
35336,positive
31646,negative
21753,negative
33862,positive
35182,positive
10574,neutral
28717,positive
36917,neutral
27070,positive
6268,neutral
41982,neutral
32064,positive
5938,neutral
30571,positive
5966,positive
18876,negative
11244,neutral
18806,positive
28053,negative
16769,negative
21643,neutral
11184,negative
7783,positive
3391,positive
11282,positive
18568,neutral
20938,negative
13523,positive
22762,negative
10857,neutral
21568,negative
26196,positive
38973,neutral
18047,neutral
37565,neutral
28935,positive
582,positive
17215,neutral
29695,neutral
23352,positive
3799,negative
2299,positive
19520,neutral
27335,negative
20957,negative
9732,positive
440,negative
10723,positive
11235,negative
13204,neutral
9175,negative
18894,negative
32008,positive
13942,positive
9891,neutral
24402,neutral
25204,negative
32333,negative
12564,positive
8226,neutral
26554,neutral
11315,negative
9036,negative
42559,neutral
32266,positive
18616,positive
41469,negative
37773,neutral
15736,neutral
25208,positive
10127,neutral
42896,neutral
20244,neutral
10415,positive
2214,negative
11015,negative
23077,positive
36510,neutral
31020,neutral
5555,positive
29523,neutral
25187,positive
34114,positive
1331,positive
13315,negative
2137,positive
14863,positive
34101,negative
18191,positive
25601,neutral
9017,positive
35798,positive
2528,positive
37353,negative
39509,neutral
34265,positive
23793,neutral
6184,neutral
31635,negative
30674,positive
10544,negative
20851,neutral
7268,neutral
31426,positive
1579,positive
23097,positive
13355,neutral
26136,negative
37139,positive
44140,negative
11979,positive
1599,negative
25454,negative
19820,neutral
12975,positive
6080,neutral
21391,neutral
18112,positive
38558,positive
38601,neutral
16150,positive
4584,negative
10761,neutral
7609,negative
38183,positive
5292,positive
36750,neutral
18448,negative
22191,neutral
25749,negative
7026,positive
10425,neutral
14162,neutral
15860,neutral
25435,neutral
25183,negative
